event_date,year,event_type,sub_event_type,admin1,admin2,admin3,location,latitude,longitude,fatalities,notes,month
2021-02-06,2021,Protests,Peaceful protest,Oromia,Kellem Wollega,Denbi Dollo town,Dembi Dolo,8.5333,34.8,0,"On 6 February 2021, protesters in Dembi Dolo town (West Wellega, Oromia) demonstrated against the continued detainment of political prisoners, demanding their release and an end to political instability in Oromia.",2
2021-02-07,2021,Battles,Armed clash,Amhara,Oromia,Bati Town,Bati,11.1915,40.0168,2,"On 7 February 2021, clashes between Afar and Oromo ethnic militias in Selena kebele, Bati woreda (Bati, Oromia zone of Amhara region) resulted in the death of 2 people.",2
2021-02-08,2021,Battles,Armed clash,Oromia,East Shewa,Metehara town,Metehara,8.9,39.9167,1,"On 8 February 2021, local security forces clashed with an unidentified armed group in Gimbi, in Fentale woreda (Metehara, East Shewa, Oromia). One civilian bystander was reportedly killed in the crossfire.",2
2021-02-08,2021,Battles,Armed clash,Oromia,Kellem Wollega,Denbi Dollo town,Dembi Dolo,8.5333,34.8,17,"On 8 February 2021, 17 militants of an unidentified armed group were killed in Western Oromia (coded as Dembi Dolo, West Wolegga) by Oromia regional special troops. 3 additional militants were captured in the operation.",2
2021-02-09,2021,Riots,Violent demonstration,Tigray,Mekelle Tigray,Mekelle,Mekele,13.5,39.4667,5,"On 9 February 2021, demonstrators blocked roads in Mekele town (Southern Tigray, Tigray) and clashed with federal soldiers occupying the city. 5 people were killed when security forces opened fire. Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Adigudom,Adi Gudem,13.2476,39.5194,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Adi Gudem (South Eastern Tigray, Tigray).",2
2021-02-10,2021,Strategic developments,Arrests,Oromia,East Shewa,Adama town,Adama town,8.55,39.267,0,"Arrests: On 10 February 2021, 33 OLF/Shane militants were reportedly arrested in East Shewa zone, Oromia region. Exact location unspecified, coded to the zone capital, Nazreth.",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Saharti,Gijet,13.3226,39.1744,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Gijet (South Eastern, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Samre,Hatami,13.1777,39.0747,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Hatami (South Eastern, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Hintalo,Maajeraro,13.3333,39.5167,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Maajeraro (South Eastern, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Southern Tigray,Emba Alaje,Ambalage,12.9369,39.5161,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Ambalage (Southern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Southern Tigray,Emba Alaje,Betmera,13.0197,39.5283,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Betmera (Southern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Samre,Tsaida Sairi,13.1232,39.2438,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Tsaida Sairi (South Eastern, Tigray).",2
2021-02-10,2021,Protests,Protest with intervention,Tigray,Eastern Tigray,Adigrat town,Adigrat,14.277,39.462,0,"On 10 February 2021, protests that started the day prior in Mekelle (coded separately) spread to Adigrat (Eastern Tigray, Tigray), Wikro, Freweini and Edaga Hamus. Troops engaged protesters in Wukro and Adigrat, no fatalities reported. Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-10,2021,Protests,Protest with intervention,Dire Dawa,Dire Dawa urban,Gende Kore,Dire Dawa,9.6008,41.8499,0,"On 10 February 2021, students in Dire Dawa town (Oromia) demonstrated against the continued detainment of political prisoners, demanding their release and an end to political instability in Oromia. Police quickly broke up the protests, leaving 4 people injured.",2
2021-02-10,2021,Protests,Peaceful protest,Tigray,Mekelle Tigray,Mekelle,Mekele,13.5,39.4667,0,"On 10 February 2021, protests that began on the previous day (coded separately) continued in Mekele city (Southern Tigray, Tigray). Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-10,2021,Battles,Armed clash,Tigray,Eastern Tigray,Hawzen,Enda Mariam Sebela,13.9417,39.454,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Enda Mariam Sebela (Eastern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Keyhe tekli,Uorieghe,13.7155,39.0246,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Uorieghe (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Endabaguna town,Indabaguna,13.9494,38.1842,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Indabaguna (North Western, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Laelay Maychew,Kiwadat,14.0933,38.6516,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Kiwadat (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Axum town,Aksum,14.1234,38.7313,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Aksum (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Kola Temben,Chilakira,13.6333,38.9667,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Chilakira (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Southern Tigray,Ofla,Kuskwam,12.45,39.4667,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Kuskwam (Southern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Southern Tigray,Ofla,Adi Washo,12.5295,39.4548,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Adi Washo (Southern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Keyhe tekli,Menghi,13.6833,38.8833,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Menghi (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Eastern Tigray,Kelete Awelallo,Korar,13.7482,39.6343,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Korar (Eastern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Abergele,Gera,13.4167,38.95,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Gera (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Tsimbla,Markos,14.03,38.1974,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Markos (North Western, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Endafelasi,Addi Felassie,13.8333,38.8833,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Addi Felassie (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Southern Tigray,Endamehoni,Meswait,12.6942,39.5433,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Meswait (Southern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Tanqua Melashe,Adi Azuka,13.5027,39.0122,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Adi Azuka (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Southern Tigray,Endamehoni,Chekol,12.7,39.5,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Chekol (Southern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Abergele,Adi Buda,13.4833,38.9,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Adi Buda (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Southern Tigray,Chercher,Angolaba,12.45,39.75,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Angolaba (Southern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Endafelasi,Adi Momena,13.9,38.9833,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Adi Momena (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Mekelle Tigray,Mekelle,Adi Akel,13.5862,39.4382,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Adi Akel (Mekelle, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Naeder,Nadir,13.8167,38.8167,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Nadir (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Selekleka,Koyetsa,14.0995,38.3963,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Koyetsa (North Western, Tigray).",2
2021-02-10,2021,Protests,Peaceful protest,Tigray,Eastern Tigray,Freweyni town,Freweyni,14.0542,39.5773,0,"On 10 February 2021, protests that started the day prior in Mekelle (coded separately) spread to Adigrat, Wikro, Freweyni (Tigray) and Edaga Hamus. Troops engaged protesters in Wikro and Adigrat, no fatalities reported. Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-10,2021,Battles,Armed clash,Tigray,Eastern Tigray,Ganta Afeshum,Bet Hawaryat,14.2319,39.5133,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Bet Hawaryat (Eastern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Adet,Debre Genet,13.7833,38.7,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Debre Genet (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Asgede,Dedioit,14.03,38.0049,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Dedioit (North Western, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Tahtay Koraro,Bahara,14.0408,38.3893,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Bahara (North Western, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,North Western Tigray,Seyemti Adyabo,Tsaida Adi,14.3901,38.1421,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Tsaida Adi (North Western, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Eastern Tigray,Hawzen,Dongwar,13.9654,39.3762,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Dongwar (Eastern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Southern Tigray,Chercher,Weyra Wuha,12.45,39.7667,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Weyra Wuha (Southern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Eastern Tigray,Gulo Mekeda,Sebca,14.4686,39.5133,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Sebca (Eastern Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Tahtay Mayechew,Wkro,14.1231,38.5948,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Wkro (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Afar,Gabi-Zone 3,Awash town,Awash,8.9833,40.1667,0,"On 10 February 2021, clashes erupted between Somali and Afar ethnic militias in Andido kebele, in Amibera woreda (Awash, Gebi zone, Afar). No fatalities were specified by the source.",2
2021-02-10,2021,Protests,Excessive force against protesters,Tigray,Eastern Tigray,Wukro town,Wikro,13.7919,39.5991,2,"On 10 February 2021, protests that started the day prior in Mekelle (coded separately) spread to Adigrat, Wikro (Eastern Tigray, Tigray), Freweini and Edaga Hamus. Troops engaged protesters in Wikro, killing at least 2 people. Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Tanqua Melashe,Taget,13.55,38.9667,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Taget (Central Tigray, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Wajirat,Debub,13.0769,39.6363,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Debub (South Eastern, Tigray).",2
2021-02-10,2021,Battles,Armed clash,Tigray,Central Tigray,Hahayle,Feresmay,14.1833,39.1333,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Feresmay (Central Tigray, Tigray).",2
2021-02-10,2021,Protests,Protest with intervention,Oromia,North Shewa,Abichugna Gnea,Dera,9.5029,39.2081,0,"On 10 February 2021, secondary school students in Dera town (Arsi, Oromia) demonstrated against the continued detainment of political prisoners, demanding their release and an end to political instability in Oromia. Police quickly intervened and broke up protests.",2
2021-02-10,2021,Battles,Armed clash,Tigray,South Eastern Tigray,Samre,Berezba,13.0456,39.2589,0,"Around 10 February 2021 (month of), the occurrence of conflict across Tigray was ongoing from Nov 4 2020 and into 2021. The details of the exact events are not known, but active conflict locations were discerned via field interviews. ACLED recorded the dates of the ongoing early conflict to represent the ongoing violence. All locations affected by violence are repeated for Feb 10 and Feb 20. These are estimates of the ongoing and repeated clashes between the ENDF/EDF and the Tigrayan forces, represented by TPLF/TDF. Event reportedly occurred in or around Berezba (South Eastern, Tigray).",2
2021-02-10,2021,Protests,Peaceful protest,Tigray,Eastern Tigray,Edaga Hamus town,Idaga Hamus,14.1872,39.5639,0,"On 10 February 2021, protests that started the day prior in Mekelle spread to Idaga Hamus (Eastern Tigray, Tigray). Demonstrations were called after a delegation of religious and political leaders arrived in the city following military operations, with residents denouncing the military operations and subsequent food shortages.",2
