event_date,year,event_type,sub_event_type,admin1,admin2,admin3,location,latitude,longitude,fatalities,notes,month
2024-07-24,2024,Battles,Armed clash,Amhara,West Gojam,Sekela,Gish Abay,10.9803,37.2088,0,"On 24 July 2024, Fano claimed to have clashed with ENDF at an unspecified place in Sekela Wereda (location coded to admin center Gish Abay, Sekela, West Gojam, Amhara). Casualties unknown.",7
2024-07-24,2024,Violence against civilians,Attack,Oromia,North Shewa,Dera,Deku Webenso,10.1495,38.813,2,"On 24 July 2024, Fano militias attacked civilians in Denyu/Deku Webenso kebele, Dera woreda (North Shewa, Oromia), resulting in 2 civilians being killed. The armed group also shot and killed 1 civilian in Ilu Goda Chefe kebele (coded separately). Subsequently, clashes occurred between Oromia regional police forces, kebele communal militias, and Fano (coded separately).",7
2024-07-24,2024,Battles,Armed clash,Oromia,North Shewa,Dera,Ilu Goda Chafe,10.254,38.7499,0,"On 24 July 2024, Oromia regional police force and Kebele communal militias clashed with Fano militias in Ilu Goda Chafe kebele, Dera woreda (North Shewa, Oromia), after the armed group entered the village and attacked civilians (coded separately). Casualties unknown.",7
2024-07-24,2024,Battles,Armed clash,Oromia,North Shewa,Dera,Deku Webenso,10.1495,38.813,0,"On 24 July 2024, Oromia regional police force and Kebele communal militias clashed with Fano militias in Denyu/Deku Webenso kebele, Dera woreda (North Shewa, Oromia), after the armed group entered the village and attacked civilians (coded separately). Casualties unknown.",7
2024-07-24,2024,Battles,Armed clash,Amhara,East Gojam,Michakel,Amanuel,10.443,37.5688,3,"On 24 July 2024, Fano claimed to have clashed with ENDF in Amanuel (Michakel, East Gojam, Amhara), leading to the killing of many ENDF soldiers (fatalities uncorroborated). Unspecified number of fatalities coded as 3.",7
2024-07-24,2024,Violence against civilians,Attack,Oromia,North Shewa,Dera,Ilu Goda Chafe,10.254,38.7499,1,"On 24 July 2024, Fano militias attacked civilians in Ilu Goda Chafe, Dera woreda (North Shewa, Oromia), resulting in one civilian being killed and another injured. The armed group also shot and killed two civilians in Denyu Wabenso kebele (coded separately). Subsequently, clashes occurred between Oromia regional police forces, kebele communal militias, and Fano (coded separately).",7
2024-07-25,2024,Battles,Armed clash,Oromia,North Shewa,Dera,Addis Alem Yaya,10.2736,38.714,1,"On 25 July 2024, suspected Fano militias launched an ambush on Oromia regional police forces and government militias (coded as Kebele communal militias) in the Abiyu village of Addis Alem Yaya kebele, Dera woreda (North Shewa, Oromia). 1 member of the Oromia regional police forces was killed in the attack (uncorroborated fatality). The government forces were conducting patrols in response to information about the presence of OLF-OLA in the area.",7
2024-07-25,2024,Battles,Non-state actor overtakes territory,Amhara,East Gojam,Michakel,Amanuel,10.443,37.5688,0,"On 25 July 2024, for the second day, Fano claimed to have clashed with ENDF and overtook Amanuel (Michakel, East Gojam, Amhara). Casualties unknown.",7
2024-07-25,2024,Battles,Armed clash,Oromia,East Wellega,Haro Limu,Soghidda,10.0333,36.25,3,"Around 25 July 2024 (as reported), government forces (likely ENDF and Oromia regional police forces due to the context) conducted a joint operation against OLF-OLA in an unspecified location (coded to Soghidda) in Haro Limu woreda (East Wellega, Oromia), and in Boneya Boshe and Gudeya Bila woredas (coded separately). The government claimed to have killed several OLF-OLA and captured an unspecified number of the group. Unspecified fatalities coded as 10. 10 fatalities split across 3 locations and coded as 3 for this event.",7
2024-07-25,2024,Battles,Armed clash,Amhara,South Gondar,Semada,Semada,11.4044,38.2299,3,"On 25 July 2024, Fano claimed to have clashed with ENDF and Amhara State Police in Semada (South Gondar, Amhara), killing and capturing an unknown number of ENDF soldiers and police officers (uncorroborated). Fano entered Semada town and withdrew from the town in the afternoon. Unspecified number of fatalities coded as 3.",7
2024-07-25,2024,Battles,Armed clash,Amhara,Central Gondar,Gonder Zuria,Tedda,12.4754,37.4574,0,"On 25 July 2024, Fano claimed to have clashed with Kebele communal militia in Tedda (Gonder Zuria, Central Gondar, Amhara), capturing an unspecified number of militias. There were no fatalities.",7
2024-07-25,2024,Violence against civilians,Attack,Amhara,West Gondar,Metema,Awlala Akushara,12.6302,36.6109,0,"On 25 July 2024, five gunmen (likely Fano militias due to their previous involvement in similar activities) opened fire at a camp hosting Sudanese refugees in Awlala Akushara, Metema woreda (West Gondar, Amhara) and injured around 15 refugees. The attackers fired bullets into the air from different directions, then entered the refugees' huts, beat them with sticks and rifle butts, and looted their belongings. The attack continued the next day (coded separately).",7
2024-07-25,2024,Battles,Armed clash,Amhara,West Gojam,Sekela,Gish Abay,10.9803,37.2088,0,"On 25 July 2024, for the second day, Fano claimed to have clashed with ENDF at an unspecified place in Sekela wereda (location coded to admin center Gish Abay, Sekela, West Gojam, Amhara). Casualties unknown.",7
2024-07-25,2024,Battles,Armed clash,Amhara,East Gojam,Debre Elias,Debre Elias,10.299,37.459,10,"On 25 July 2024, for the second day, Fano claimed to have clashed with ENDF in Debre Elias (East Gojam, Amhara), leading to the killing of over 207 ENDF soldiers (fatalities uncorroborated). Fano claimed to have seized various types of weapons. Uncorroborated fatalities coded as 10.",7
2024-07-25,2024,Battles,Armed clash,Oromia,East Wellega,Boneya Boshe,Bilo,8.9,37.0,4,"Around 25 July 2024 (as reported), government forces (likely ENDF and Oromia regional police forces due to the context) conducted a joint operation against OLF-OLA in an unspecified location (coded to Bilo) in Boneya Boshe woreda (East Wellega, Oromia), and in Haro Limu and Gudeya Bila woredas (coded separately). The government claimed to have killed several OLF-OLA and captured an unspecified number of the group. Unspecified fatalities coded as 10. 10 fatalities split across 3 locations and coded as 4 for this event.",7
2024-07-25,2024,Battles,Armed clash,Oromia,East Wellega,Bila Seyo,Bila,9.2833,37.0333,3,"Around 25 July 2024 (as reported), government forces (likely ENDF and Oromia regional police forces due to the context) conducted a joint operation against OLF-OLA in an unspecified location (coded to Bila Seyo, Bila) in Gudeya Bila woreda (East Wellega, Oromia), and in Haro Limu and Boneya Boshe woredas (coded separately). The government claimed to have killed several OLF-OLA and captured an unspecified number of the group. Unspecified fatalities coded as 10. 10 fatalities split across 3 locations and coded as 3 for this event.",7
2024-07-26,2024,Strategic developments,Looting/property destruction,Oromia,Horo Gudru Wellega,Abe Dongoro,Tulu Wayo,9.61,36.9371,0,"Looting: On 26 July 2024, suspected Fano militias raided several cattle belonging to farmers in Kusa kebele (location coded to Abe Dongoro) in Abe Dongoro woreda (Horo Gudru Wellega, Oromia).",7
2024-07-26,2024,Violence against civilians,Abduction/forced disappearance,Amhara,West Gojam,Bahir Dar town,Bahir Dar,11.6,37.3833,0,"On 26 July 2024, an unidentified armed group kidnapped three employees of the Commercial Bank of Ethiopia from their homes in Bahir Dar town, Bahir Dar (West Gojam, Amhara). The employees, including the branch manager, auditor, and cashier, were taken to an unknown location in a pickup truck. They were discovered the following day, bound hand and foot.",7
2024-07-26,2024,Battles,Armed clash,Amhara,West Gojam,Gonje,Washera,11.1105,37.5606,31,"Around 26 July 2024 (as reported), ENDF carried out military operations against Fano militia in Washera town (Gonje Woreda, North Gojam, Amhara). EDNF claimed to have killed 31 Fano militants. 2 Izuzu trucks, 1 grader, 1 excavator, 7 pickup vehicles, 6 motorbikes, 1 Bajaj and 9 guns were seized.",7
2024-07-26,2024,Violence against civilians,Attack,Amhara,West Gondar,Metema,Awlala Akushara,12.6302,36.6109,0,"On 26 July 2024, and for a second day, around 15 gunmen (likely Fano militias due to their previous involvement in similar activities) opened fire at a camp hosting Sudanese refugees in Awlala Akushara, Metema woreda (West Gondar, Amhara) and injured around 6 refugees with live bullets. The victims were treated by medical personnel inside the forest. The Ethiopian government, in coordination with UNHCR, started relocating refugees to another camp following repeated attacks by the armed group.",7
2024-07-26,2024,Battles,Armed clash,Amhara,East Gojam,Enebse Sarmder,Doma,10.8824,38.3399,3,"On 26 July 2024, ENDF clashed with Fano in Doma, Enebse Sarmder (East Gojam, Amhara). 3 people were killed, including 1 Fano combatant who was initially wounded and his two brothers, who went to rescue him, were killed by government forces.",7
2024-07-26,2024,Battles,Non-state actor overtakes territory,Amhara,West Gojam,Sekela,Gish Abay,10.9803,37.2088,8,"On 26 July 2024, Fano claimed to have clashed with ENDF and overtook Gish Abay (Sekela, West Gojam, Amhara), leading to the killings of 5 Fano militias and many ENDF soldiers (uncorroborated). According to the deputy public relations officer of Amhara Fano in Gojam, Fano captured many ENDF soldiers, including the ENDF military leaders in the area. Fatalities coded as 8 (5 Fano and 3 for an unspecified number of ENDF soldiers killed in the event).",7
2024-07-27,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Amhara,North Shewa,Merhabete,Alem ketema,10.083,39.033,2,"On 27 July 2024, a landmine that was suspected of having been planted by the ENDF exploded in Alem ketema (Merhabete, North Shewa, Amhara), killing 2 and wounding other 2 civilians (fatalities uncorroborated). The landmine was placed on the outskirts of the city in the vicinity of the ENDF military camp to deter possible Fano elements from advancing to the camp.",7
2024-07-27,2024,Battles,Armed clash,Oromia,West Shewa,Jeldu,Shikute,9.3833,38.0167,10,"Around 27 July 2024 (as reported), ENDF claimed to have clashed with OLF-OLA in Shikute Kebele in Jeldu Woreda (West Shewa Zone, Oromia). ENDF further claimed to have killed 15 OLF-OLA trainees (uncorroborated fatalities coded as 10) and seized 14 outdated guns, 220 bullets, and 1 pistol.",7
2024-07-27,2024,Violence against civilians,Attack,Oromia,Horo Gudru Wellega,Abe Dongoro,Tulugana,9.5839,36.6998,3,"On 27 July 2024, suspected Fano militias shot and killed 3 civilians (fatalities uncorroborated) in Goda Gefersa kebele (location coded to Tulugana) in Abe Dongoro woreda (Horo Gudru Wellega, Oromia). Several people who fled from the village camped in Tulugana High School. The motive is unknown/not reported.",7
2024-07-27,2024,Violence against civilians,Abduction/forced disappearance,Oromia,East Shewa,Metehara town,Metehara,8.9,39.9167,0,"On 27 July 2024, OLF-OLA kidnapped four employees of Metehara Sugar Factory, including two daily laborers, a Supervisor, and a Foreman, from their workplace in Metehara, Metehara town (East Shewa, Oromia), and burned down their vehicle. The armed group demanded a ransom of 1 million birr in exchange for releasing the Supervisor, 800,000 birr for the release of the Foreman, and 400,000 birr each for the daily laborers.",7
2024-07-27,2024,Battles,Armed clash,Amhara,West Gojam,Bahir Dar town,Bahir Dar,11.6,37.3833,0,"Around 27 July 2024 (as reported), ENDF conducted unannounced search operations and seized various weapons, weapons' spare parts, pistols, bullets and bullet cases from an unidentified armed group at unspecified locations in Bahir Dar Zuria Woreda (locations coded to the admin center of the Woreda, Bahir Dar, Bahir Dar town, West Gojam, Amhara).",7
2024-07-27,2024,Battles,Armed clash,Amhara,East Gojam,Hulet Ej Enese,Motta,11.0667,37.8833,0,"Around 27 July 2024 (weekend of), Fano claimed to have clashed with ENDF in Motta (Hulet Ej Enese, East Gojam, Amhara). Casualties unknown.",7
2024-07-27,2024,Violence against civilians,Attack,Oromia,North Shewa,Dera,Kabo Gololcha,10.2712,38.6864,1,"On 27 July 2024, suspected Fano militias shot and killed a fourteen-year-old child in Kabo Gololcha kebele, Dera woreda (North Shewa, Oromia), shortly after kidnapping him from nearby Danbi Birje village. The motive is unknown.",7
2024-07-27,2024,Violence against civilians,Attack,Amhara,South Gondar,Nefas Mewicha town,Nefas Mewcha,11.7333,38.4666,0,"On 27 July 2024, around 16 kebele communal militia entered the residential house of the president (presiding judge) of Lay Gayint woreda court and assaulted the judge with a rod and other materials in Nefas Mewcha (Nefas Mewicha town, South Gondar, Amhara). The perpetrators targeted the victim because he released (likely on bail as the final decision was not made) a Fano member who was detained in the wereda. The victim sustained grave bodily injury and unable to move from place to place.",7
2024-07-27,2024,Battles,Armed clash,Amhara,South Wello,Mekdela,Masha,11.2328,39.0619,0,"Around 27 July 2024 (weekend of), Fano claimed to have clashed with ENDF in Shilo Tefases in Mekdela wereda (location coded to admin center Masha, Mekdela, South Wello, Amhara). The ENDF unsuccessfully attempted to control Shilo Tefases (Shilo Sert), a valley that link Tach Gayint, Gojam, and Welo. Casualties unknown.",7
2024-07-27,2024,Battles,Armed clash,Oromia,Horo Gudru Wellega,Abe Dongoro,Tulu Moti,9.5717,36.9536,0,"On 27 July 2024, local communal militias (likely Kebele communal militias due to the context) clashed with suspected Fano militias in Tulu Moti kebele, Abe Dongoro woreda (Horo Gudru Wellega, Oromia). Fano militias were stopped and pushed out of the village. There were no fatalities.",7
2024-07-27,2024,Battles,Armed clash,Amhara,West Gojam,Merawi town,Mer Awi,11.4167,37.1667,0,"Around 27 July 2024 (weekend of), Fano claimed to have ambushed ENDF soldiers who were traveling from Merawi to Wetet Abay (Bikulo) near Mer Awi (Merawi town, West Gojam, Amhara). Casualties unknown.",7
2024-07-28,2024,Battles,Armed clash,Amhara,South Gondar,East Esite,Liwaye,11.7187,38.0897,6,"Around 28 July 2024 (as reported), ENDF claimed to have conducted a military operation against Fano militia faction at Liwaye (in East Esite, South Gonder, Amhara). ENDF further claimed to have killed 6 militants and injured 7 others (fatalities uncorroborated).",7
2024-07-28,2024,Battles,Armed clash,Oromia,East Wellega,Bila Seyo,Hagelo Gidame,9.2385,37.0415,3,"Around 28 July 2024 (as reported), ENDF claimed to have exchanged gunfire with OLF-OLA in Hagelo Gidame (in Gudeya Bila [formerly Bila Seyo] woreda, East Wellega, Oromia), and Qare Konchi, Gelana, and Kara (coded separately). ENDF further claimed to have killed 23 militants (uncorroborated fatalities coded as 10). 10 uncorroborated fatalities were split across three locations (Qare Konchi, Hagelo Gidame and Bila) and coded as 3 for this event. 9 Kalashnikov guns, 8 other guns, 363 various bullets, 10 Kalashnikov cases, 1 HP laptop computer, and machine gun spare parts were seized.",7
2024-07-28,2024,Violence against civilians,Attack,Oromia,North Shewa,Dera,Deku Webenso,10.1495,38.813,0,"On 28 July 2024, suspected Kebele communal militias beat and injured two individuals in Deku Webenso kebele, Dera woreda (North Shewa, Oromia), after accusing them of being OLF-OLA supporters and detaining them at a military camp along with two others. Extent of injuries unknown/not reported.",7
2024-07-28,2024,Battles,Armed clash,Oromia,East Wellega,Bila Seyo,Bila,9.2833,37.0333,4,"Around 28 July 2024 (as reported), ENDF claimed to have exchanged gunfire with OLF-OLA in Gelana and Kara kebeles (locations not found, coded to the admin center of the Woreda, Bila, in Gudeya Bila [formerly Bila Seyo] woreda, East Wellega, Oromia), and Qare Konchi, Hagelo Gidame, and Kara (coded separately). ENDF further claimed to have killed 23 militants (uncorroborated fatalities coded as 10). 10 uncorroborated fatalities were split across three locations (Qare Konchi, Hagelo Gidame and Bila) and coded as 4 for this event. 9 Kalashnikov guns, 8 other guns, 363 various bullets, 10 Kalashnikov cases, 1 HP laptop computer, and machine gun spare parts were seized.",7
2024-07-28,2024,Strategic developments,Change to group/activity,Amhara,West Gojam,Bahir Dar town,Bahir Dar,11.6,37.3833,0,"Security measures: On 28 July 2024, the Bahir Dar town administration security council (coded as the Government of Ethiopia) ordered a curfew in Bahir Dar (Bahir Dar town, West Gojam, Amhara), limiting the movement of three-wheeled vehicles (commonly referred to as Bajaj) from 6 am to 6 pm and banning two-wheeled motorcycles for an indefinite period. The security council also banned all traffic and persons movement from 9 pm to 6 am. Carrying firearms, except for security personnel on duty, was also prohibited.",7
2024-07-28,2024,Battles,Armed clash,Oromia,East Wellega,Boneya Boshe,Qare Konchi,8.824,36.9934,3,"Around 28 July 2024 (as reported), ENDF claimed to have exchanged gunfire with OLF-OLA in Qare Konchi (Boneya Boshe Woreda, East Wellega, Oromia), and Hagelo Gidame, Gelana, and Kara (coded separately). ENDF further claimed to have killed 23 militants (uncorroborated fatalities coded as 10). 10 fatalities were split across three locations (Qare Konchi, Hagelo Gidame and Bila) and coded as 3 for this event. 9 Kalashnikov guns, 8 other guns, 363 various bullets, 10 Kalashnikov cases, 1 HP laptop computer, and machine gun spare parts were seized.",7
2024-07-28,2024,Battles,Armed clash,Amhara,West Gojam,Debub Achefer,Durbete,11.3542,36.954,10,"On 28 July 2024, Fano claimed to have ambushed ENDF soldiers that were traveling from Liben to Durbete at Azena Mariam Kiliti (location coded to the nearest place Durbete, Debub Achefer, West Gojam, Amhara), killing over 75 ENDF soldiers (fatalities uncorroborated). Uncorroborated fatalities coded as 10.",7
2024-07-29,2024,Protests,Peaceful protest,Addis Ababa,Region 14,Bole,Bole,8.978,38.834,0,"On 29 July 2024, parents of students protested in the Addis Global School (private) compound in Bole (Region 14, Addis Ababa), opposing the planned demolishment of the school building for the government's corridor development project. The parents complained that the demolishment plan was notified after the registration for the 2017 Ethiopian academic year was completed, and they could not register their children in other schools.",7
2024-07-29,2024,Strategic developments,Disrupted weapons use,Amhara,East Gojam,Goncha Siso Enebse,Gindewoin,10.9262,38.0895,0,"Weapons seizure: Around 29 July 2024 (as reported), ENDF seized 560 DShK bullets in Gindewoin town (Goncha Siso Enebse, West Gojam, Amhara). The bullets were transported on a minibus vehicle from Bahir Dar 02 Kebele to Gindewoin town.",7
2024-07-29,2024,Strategic developments,Disrupted weapons use,Amhara,East Gojam,Bechena Town,Bichena,10.45,38.2,0,"Weapons seizure: Around 29 July 2024 (as reported), ENDF conducted a sudden search operation in Bichena (Bechena Town, East Gojam, Amhara), and seized 1 Kalashnikov, 1 pistol, various other armaments and an unspecified number of bullets from an individual identified as a spy for Fano militia. The suspect was arrested.",7
2024-07-29,2024,Riots,Mob violence,Amhara,North Wello,Woldiya town,Weldiya,11.8277,39.5916,2,"Around 29 July 2024 (as reported), youths who opposed the deployment of private individual vehicles for military purposes by the ENDF stabbed to death 2 ENDF soldiers with a knife (fatalities uncorroborated) in Weldiya (Woldiya town, North Wello Amhara). The riot started when one man attempted to escape, refusing to comply with the ENDF's request to give his truck for moving soldiers.",7
2024-07-29,2024,Battles,Armed clash,Amhara,North Wello,Dawunt,Mekdela,11.5029,38.7474,0,"On 29 July 2024, Fano claimed to have clashed with ENDF at an unspecified place in Dawunt wereda (location coded to admin center Mekdela, Dawunt, North Wello, Amhara). Casualties unknown.",7
2024-07-29,2024,Strategic developments,Agreement,Oromia,East Wellega,Gida Ayana,Ayana,9.8833,36.6167,0,"Agreement: Around 29 July 2024 (as reported), 2 OLF-OLA faction leaders surrendered to ENDF in Gobu Kebele in Gida Ayana Woreda (location coded to the admin center of the woreda, Ayana, in Gida Ayana woreda, East Wellega, Oromia).",7
2024-07-29,2024,Violence against civilians,Attack,Oromia,North Shewa,Kuyu,Gidabo,9.8472,38.342,2,"On 29 July 2024, suspected government forces (likely ENDF due to their deployment in the area) shot and killed 2 youths (fatalities uncorroborated) in Gidabo kebele, Kuyu woreda (North Shewa, Oromia), over suspicion of being affiliated to OLF-OLA.",7
2024-07-29,2024,Violence against civilians,Sexual violence,Oromia,Guji,Gora Dola,Hare Kelo,5.5513,39.3932,0,"On 29 July 2024, members of OLA attacked and sexually assaulted a girl while she was returning from the local market in Gora Dola (location coded to Hare Kelo, East Borena, formerly Guji, Oromia). She received treatment at Hare Kelo Hospital.",7
2024-07-29,2024,Battles,Armed clash,Oromia,North Shewa,Hidabu Abote,Sire Morese,9.8953,38.5042,1,"On 29 July 2024, government forces (likely ENDF due to their deployment in the area and the context) clashed with OLF-OLA in Sire Morese kebele, Hidabu Abote woreda (North Shewa, Oromia). At least one civilian was killed (fatality uncorroborated).",7
2024-07-30,2024,Battles,Armed clash,Oromia,West Shewa,Jibat,Maru Kobolocho,8.6859,37.453,0,"Around 30 July 2024 (as reported), ENDF, in a joint military operation with Oromia State Police and kebele militia, clashed with OLF-OLA at Ujuba in Maru Kobolocho kebele (in Jibat Woreda, Southwest Shewa, Oromia), and in Maru Jibat kebele (coded separately). Casualties unknown. 7 OLF-OLA members surrendered to the joint forces. 2 snipers, 65 sniper bullets, 3 Kalashnikovs, 332 Kalashnikov bullets, 7 grenades, 11 weapon cases and waist armaments were seized.",7
2024-07-30,2024,Battles,Armed clash,Oromia,West Shewa,Jibat,Maru Jibat,8.737,37.4314,0,"Around 30 July 2024 (as reported), ENDF, in a joint military operation with Oromia State Police and kebele militia, clashed with OLF-OLA at Shekoksa in Maru Jibat kebele (in Jibat Woreda, Southwest Shewa, Oromia), and in Maru Kobolocho kebele (coded separately). Casualties unknown. 7 OLF-OLA members surrendered to the joint forces. 2 snipers, 65 sniper bullets, 3 Kalashnikovs, 332 Kalashnikov bullets, 7 grenades, 11 weapon cases, and waist armaments were seized.",7
2024-07-30,2024,Battles,Armed clash,Amhara,North Shewa,Debre Berhan town,Debre Birhan,9.6719,39.531,3,"On 30 July 2024, Fano claimed to have clashed with ENDF at an unspecified place near Debre Birhan (Debre Berhan town, North Shewa, Amhara), leading to the killings of many ENDF soldiers (fatalities uncorroborated). Unspecified number of fatalities coded as 3.",7
2024-07-30,2024,Violence against civilians,Abduction/forced disappearance,Oromia,North Shewa,Hidabu Abote,Gedebo Jema,10.0204,38.418,0,"On 30 July 2024, suspected Fano militias stopped six people who were traveling on foot and abducted three of them (Ethiopian returnees deported from Saudi Arabia) while they were returning to their home villages in Dera woreda near Jema River (location coded to Gedebo Jema) in Hidabu Abote woreda (North Shewa, Oromia). The other three jumped into the river to escape. No further information is available.",7
2024-07-31,2024,Battles,Armed clash,Oromia,North Shewa,Dera,Mekefta Meneyu,10.1128,38.461,0,"On 31 July 2024, federal government forces (likely ENDF due to their deployment in the area) clashed with Fano militias in Mekefta Meneyu kebele, Dera woreda (North Shewa, Oromia). Around 400 grade 12 students who had taken their high school leaving exam at Fiche, Salale University were stranded and forced to stay due to fighting and security concerns. Casualties unknown.",7
2024-07-31,2024,Battles,Armed clash,Amhara,Central Gondar,Gonder town,Azezo,12.55,37.4256,3,"On 31 July 2024, Fano claimed to have clashed with ENDF in Azezo (Gonder town, Central Gondar, Amhara), killing and capturing many ENDF soldiers (fatalities uncorroborated). Unspecified number of fatalities coded as 3.",7
2024-07-31,2024,Battles,Non-state actor overtakes territory,Amhara,North Wello,Habru,Arerit,11.6881,39.8044,3,"On 31 July 2024, Fano claimed to have clashed with ENDF and overtook Arerit (Habru, North Wello, Amhara), killing 3 ENDF soldiers (fatalities uncorroborated), seizing various types of weapons and ammunition. Fano further claimed that it captured 10 and wounded 5 ENDF soldiers.",7
2024-07-31,2024,Battles,Armed clash,Amhara,Central Gondar,East Dembia,Guramba,12.3661,37.34,0,"On 31 July 2024, Fano claimed to have clashed with ENDF in Guramba (East Dembia, Central Gondar, Amhara). Casualties unknown.",7
2024-07-31,2024,Battles,Armed clash,Oromia,West Shewa,Bako Tibe,Gudeya Biya,9.1187,37.169,3,"Around 31 July 2024 (as reported), ENDF claimed to have clashed with OLF-OLA in Gudeya Biya kebele in Bako Tibe Woreda (West Shewa, Oromia). ENDF further claimed to have killed several OLF-OLA members and captured two others (fatalities uncorroborated). Unspecified number of fatalities coded as 3. Individual weapons, grenades, and various other armaments were seized.",7
2024-07-31,2024,Battles,Non-state actor overtakes territory,Amhara,North Wello,Gidan,Muja,12.0071,39.2904,0,"On 31 July 2024, Fano claimed to have clashed with ENDF and overtook Muja (Gidan, North Wello, Amhara). Casualties unknown.",7
2024-08-01,2024,Battles,Armed clash,Oromia,South West Shewa,Sodo Daci,Burquqe robele,8.4605,38.723,5,"Around 1 August 2024 (as reported), ENDF Republican Guard unit claimed to have conducted military operations against OLF-OLA faction in Burquqe robele in Sodo Daci Woreda (Southwest Shewa, Oromia). ENDF further claimed to have killed 5 militants (fatalities uncorroborated). 5 Kalashnikov, 865 Kalashnikov bullets, 5 waist armaments, and 22 bullet cases were seized.",8
2024-08-01,2024,Battles,Armed clash,Amhara,Central Gondar,Gonder town,Azezo,12.55,37.4256,3,"On 1 August 2024, for the second day, Fano claimed to have continued clashing with ENDF in Azezo (Gonder town, Central Gondar, Amhara), killing and capturing many ENDF soldiers (fatalities uncorroborated). Unspecified number of fatalities coded as 3.",8
2024-08-02,2024,Battles,Non-state actor overtakes territory,Amhara,South Gondar,Tach Gayint,Arb Gebeya,11.5319,38.5551,3,"On 2 August 2024, Fano claimed to have clashed with government forces (likely ENDF, Amhara police, and Kebele militia due to the location of the event) and overtook Arb Gebeya (Tach Gayint, South Gondar, Amhara), leading to the killings of many government soldiers (fatalities uncorroborated). Unspecified fatalities coded as 3.",8
2024-08-02,2024,Violence against civilians,Attack,Oromia,North Shewa,Degem,Degem Hambiso,9.8167,38.6333,2,"On 2 August 2024, OLF-OLA killed two persons (a driver and an off duty traffic police officer) near Degem Hambiso (Degem, North Shewa, Oromia). The perpetrators abducted around 44 passengers on the same date, including the victims (coded separately), and subsequently killed the victims as they were unable to walk at speed due to the illness on their legs.",8
2024-08-02,2024,Violence against civilians,Abduction/forced disappearance,Oromia,East Wellega,Gida Ayana,Gutin,9.5647,36.632,0,"On 2 August 2024, suspected Fano militias stopped a public bus and abducted 5 passengers, who were traveling to Nekemte town, near Anger Gute/Gutin town, Gida Ayana woreda (East Wellega, Oromia). The armed group demanded a ransom of 1.5 million birr in exchange for releasing the hostages.",8
2024-08-02,2024,Battles,Armed clash,Oromia,West Shewa,Jibat,Abay Regi,8.6545,37.4206,8,"Around 2 August 2024 (as reported), ENDF claimed to have clashed with OLF-OLA near Maru Kidhanemihret in Abay Regi Kebele (in Jibat Woreda, West Shewa, Oromia). ENDF further claimed to have killed 8 militants (fatalities uncorroborated) and seized 3 Kalashnikov guns, 66 Kalashnikov bullets, and other military equipment.",8
2024-08-02,2024,Violence against civilians,Abduction/forced disappearance,Oromia,North Shewa,Degem,Degem Hambiso,9.8167,38.6333,0,"On 2 August 2024, OLF-OLA abducted 44 passengers by stopping a public transport that was traveling from Addis Ababa to Gojam near Degem Hambiso (Degem, North Shewa, Oromia). The Oromia region official indicated that the region's security forces pursued (no interaction reported) OLF-OLA and released 32 abductees while OLF-OLA took ten individuals to an unknown place. OLF-OLA subsequently killed two victims (coded separately) as they were unable to move at the speed requested by the perpetrators.",8
2024-08-03,2024,Battles,Armed clash,Amhara,South Gondar,Lay Gayint,Titira,11.7804,38.2731,7,"Around 3 August 2024 (weekend of), ENDF clashed with Fano in Titira (Lay Gayint, South Gondar, Amhara) and at an unspecified place in Nifas Mewcha (coded separately), leading to the killing of 14 and wounding of 7 Fano members. Fatalities split between two locations and coded as 7.",8
2024-08-03,2024,Violence against civilians,Attack,Amhara,West Gondar,Metema,Awlala Akushara,12.6302,36.6109,0,"On 3 August 2024, unidentified gunmen attacked Sudanese refugees living on the roadside near Awlala Akushara refugee camp (Metema Woreda, West Gondar, Amhara). Motivation unknown. There were no fatalities. 4 refugees were injured. The gunmen also looted various properties. A conflicting report stated that 3 refugees were killed and at least 23 others were injured. Thousands of refugees decided to return to Sudan amid rising security threats.",8
2024-08-03,2024,Violence against civilians,Attack,Oromia,Arsi,Asela town,Asela,7.95,39.1333,1,"Around 3 August 2024 (as reported), OLF-OLA shot and killed the son of the Director of the Finance and Procurement Service Directorate at the Ministry of Finance in his hometown, Asela, Asela town (Arsi, Oromia). The motive is unknown. No further information is available.",8
2024-08-03,2024,Battles,Armed clash,Amhara,South Gondar,Nefas Mewicha town,Nefas Mewcha,11.7333,38.4666,7,"Around 3 August 2024 (weekend of), ENDF clashed with Fano at an unspecified place in Nefas Mewcha (location coded to admin center Nefas Mewcha, Nefas Mewicha town, South Gondar, Amhara) and Titira (coded separately), leading to the killing of 14 and wounding of 7 Fano members. Fatalities split between two locations and coded as 7.",8
2024-08-03,2024,Battles,Armed clash,Amhara,East Gojam,Goncha Siso Enebse,Chemo,10.8938,38.1825,10,"On 3 August 2024, Fano claimed to have clashed with ENDF in Chemo (Goncha Siso Enebse, East Gojam, Amhara), killing 16 and wounding 27 ENDF soldiers (fatalities uncorroborated). Uncorroborated fatalities coded as 10.",8
