ADM3_PCODE,ADM3_EN,ADM2_PCODE,ADM2_EN,ADM1_PCODE,ADM1_EN,ADM0_PCODE,year,month,ACLED_BRD_total,GID_0,GID_3,ACLED_BRD_state,ACLED_BRD_nonstate
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2010,3,7,ETH,ET030708,3.5,3.5
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2016,8,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2019,11,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2021,4,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2021,6,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2023,6,5,ETH,ET030708,2.5,2.5
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2023,7,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2023,8,20,ETH,ET030708,10.0,10.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2023,9,16,ETH,ET030708,8.0,8.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2023,10,3,ETH,ET030708,1.5,1.5
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2023,11,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2024,5,1,ETH,ET030708,0.5,0.5
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2024,7,3,ETH,ET030708,1.5,1.5
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2024,9,10,ETH,ET030708,5.0,5.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2024,10,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2024,11,3,ETH,ET030708,1.5,1.5
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2024,12,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2025,2,3,ETH,ET030708,1.5,1.5
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2025,3,0,ETH,ET030708,0.0,0.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2025,7,10,ETH,ET030708,5.0,5.0
ET030708,Dembecha,ET0307,West Gojam,ET03,Amhara,ET,2025,8,14,ETH,ET030708,7.0,7.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2023,9,0,ETH,ET030709,0.0,0.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2024,1,0,ETH,ET030709,0.0,0.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2024,3,0,ETH,ET030709,0.0,0.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2024,8,8,ETH,ET030709,4.0,4.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2024,10,0,ETH,ET030709,0.0,0.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2024,11,6,ETH,ET030709,3.0,3.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2025,1,4,ETH,ET030709,2.0,2.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2025,8,0,ETH,ET030709,0.0,0.0
ET030709,Jabi Tehnan,ET0307,West Gojam,ET03,Amhara,ET,2025,9,4,ETH,ET030709,2.0,2.0
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2022,12,10,ETH,ET030710,5.0,5.0
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2023,10,10,ETH,ET030710,5.0,5.0
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2023,12,13,ETH,ET030710,6.5,6.5
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030710,0.0,0.0
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2024,3,3,ETH,ET030710,1.5,1.5
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2024,6,2,ETH,ET030710,1.0,1.0
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2024,9,0,ETH,ET030710,0.0,0.0
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2024,10,0,ETH,ET030710,0.0,0.0
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2025,5,3,ETH,ET030710,1.5,1.5
ET030710,Bure (AM),ET0307,West Gojam,ET03,Amhara,ET,2025,7,1,ETH,ET030710,0.5,0.5
ET030711,Wemberma,ET0307,West Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030711,0.0,0.0
ET030711,Wemberma,ET0307,West Gojam,ET03,Amhara,ET,2024,5,3,ETH,ET030711,1.5,1.5
ET030711,Wemberma,ET0307,West Gojam,ET03,Amhara,ET,2024,10,0,ETH,ET030711,0.0,0.0
ET030711,Wemberma,ET0307,West Gojam,ET03,Amhara,ET,2025,9,9,ETH,ET030711,4.5,4.5
ET030712,Bahir Dar town,ET0307,West Gojam,ET03,Amhara,ET,2025,2,0,ETH,ET030712,0.0,0.0
ET030712,Bahir Dar town,ET0307,West Gojam,ET03,Amhara,ET,2025,6,0,ETH,ET030712,0.0,0.0
ET030713,Debub Achefer,ET0307,West Gojam,ET03,Amhara,ET,2024,10,2,ETH,ET030713,1.0,1.0
ET030713,Debub Achefer,ET0307,West Gojam,ET03,Amhara,ET,2024,11,43,ETH,ET030713,21.5,21.5
ET030713,Debub Achefer,ET0307,West Gojam,ET03,Amhara,ET,2025,2,1,ETH,ET030713,0.5,0.5
ET030713,Debub Achefer,ET0307,West Gojam,ET03,Amhara,ET,2025,3,5,ETH,ET030713,2.5,2.5
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2016,8,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2018,7,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2020,2,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2021,4,2,ETH,ET030714,1.0,1.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2022,5,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2022,10,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2023,6,1,ETH,ET030714,0.5,0.5
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2023,7,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2023,8,37,ETH,ET030714,18.5,18.5
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2023,9,1,ETH,ET030714,0.5,0.5
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2023,10,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2023,11,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2024,1,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2024,4,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2024,10,27,ETH,ET030714,13.5,13.5
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2024,11,6,ETH,ET030714,3.0,3.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2024,12,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2025,3,13,ETH,ET030714,6.5,6.5
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2025,6,0,ETH,ET030714,0.0,0.0
ET030714,Finote Selam town,ET0307,West Gojam,ET03,Amhara,ET,2025,8,0,ETH,ET030714,0.0,0.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2021,6,0,ETH,ET030715,0.0,0.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2023,7,0,ETH,ET030715,0.0,0.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,1,0,ETH,ET030715,0.0,0.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,2,21,ETH,ET030715,10.5,10.5
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,3,29,ETH,ET030715,14.5,14.5
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,4,2,ETH,ET030715,1.0,1.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,5,4,ETH,ET030715,2.0,2.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,6,10,ETH,ET030715,5.0,5.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,7,4,ETH,ET030715,2.0,2.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,8,3,ETH,ET030715,1.5,1.5
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,9,0,ETH,ET030715,0.0,0.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,10,145,ETH,ET030715,72.5,72.5
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2024,11,10,ETH,ET030715,5.0,5.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,1,12,ETH,ET030715,6.0,6.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,2,10,ETH,ET030715,5.0,5.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,3,59,ETH,ET030715,29.5,29.5
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,4,3,ETH,ET030715,1.5,1.5
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,6,0,ETH,ET030715,0.0,0.0
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,7,3,ETH,ET030715,1.5,1.5
ET030715,Debub Mecha,ET0307,West Gojam,ET03,Amhara,ET,2025,8,5,ETH,ET030715,2.5,2.5
ET030716,Shendi town,ET0307,West Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030716,0.0,0.0
ET030716,Shendi town,ET0307,West Gojam,ET03,Amhara,ET,2024,4,5,ETH,ET030716,2.5,2.5
ET030716,Shendi town,ET0307,West Gojam,ET03,Amhara,ET,2024,10,0,ETH,ET030716,0.0,0.0
ET030716,Shendi town,ET0307,West Gojam,ET03,Amhara,ET,2025,1,10,ETH,ET030716,5.0,5.0
ET030716,Shendi town,ET0307,West Gojam,ET03,Amhara,ET,2025,2,0,ETH,ET030716,0.0,0.0
ET030716,Shendi town,ET0307,West Gojam,ET03,Amhara,ET,2025,3,2,ETH,ET030716,1.0,1.0
ET030716,Shendi town,ET0307,West Gojam,ET03,Amhara,ET,2025,8,10,ETH,ET030716,5.0,5.0
ET030716,Shendi town,ET0307,West Gojam,ET03,Amhara,ET,2025,9,8,ETH,ET030716,4.0,4.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2023,11,0,ETH,ET030718,0.0,0.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030718,0.0,0.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,3,1,ETH,ET030718,0.5,0.5
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,4,0,ETH,ET030718,0.0,0.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,5,5,ETH,ET030718,2.5,2.5
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,6,3,ETH,ET030718,1.5,1.5
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,7,31,ETH,ET030718,15.5,15.5
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,8,33,ETH,ET030718,16.5,16.5
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,9,0,ETH,ET030718,0.0,0.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,10,13,ETH,ET030718,6.5,6.5
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,11,14,ETH,ET030718,7.0,7.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2024,12,10,ETH,ET030718,5.0,5.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2025,1,7,ETH,ET030718,3.5,3.5
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2025,2,3,ETH,ET030718,1.5,1.5
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2025,3,20,ETH,ET030718,10.0,10.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2025,5,0,ETH,ET030718,0.0,0.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2025,6,2,ETH,ET030718,1.0,1.0
ET030718,Gonje,ET0307,West Gojam,ET03,Amhara,ET,2025,7,14,ETH,ET030718,7.0,7.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2020,2,0,ETH,ET030719,0.0,0.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2020,3,0,ETH,ET030719,0.0,0.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2023,4,0,ETH,ET030719,0.0,0.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2023,6,3,ETH,ET030719,1.5,1.5
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2024,1,4,ETH,ET030719,2.0,2.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2024,2,3,ETH,ET030719,1.5,1.5
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2024,3,0,ETH,ET030719,0.0,0.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2024,4,10,ETH,ET030719,5.0,5.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2024,7,10,ETH,ET030719,5.0,5.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2024,8,10,ETH,ET030719,5.0,5.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2024,11,19,ETH,ET030719,9.5,9.5
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2024,12,0,ETH,ET030719,0.0,0.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2025,4,2,ETH,ET030719,1.0,1.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2025,7,0,ETH,ET030719,0.0,0.0
ET030719,Dure Bete,ET0307,West Gojam,ET03,Amhara,ET,2025,8,11,ETH,ET030719,5.5,5.5
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2023,6,0,ETH,ET030720,0.0,0.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2023,7,0,ETH,ET030720,0.0,0.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2023,8,4,ETH,ET030720,2.0,2.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2023,9,0,ETH,ET030720,0.0,0.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2023,11,0,ETH,ET030720,0.0,0.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2024,6,16,ETH,ET030720,8.0,8.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2024,9,11,ETH,ET030720,5.5,5.5
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2024,10,0,ETH,ET030720,0.0,0.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2024,11,30,ETH,ET030720,15.0,15.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2024,12,3,ETH,ET030720,1.5,1.5
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2025,1,0,ETH,ET030720,0.0,0.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2025,3,0,ETH,ET030720,0.0,0.0
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2025,5,3,ETH,ET030720,1.5,1.5
ET030720,Jiga town,ET0307,West Gojam,ET03,Amhara,ET,2025,7,10,ETH,ET030720,5.0,5.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2021,5,4,ETH,ET030797,2.0,2.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2022,5,3,ETH,ET030797,1.5,1.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2023,4,4,ETH,ET030797,2.0,2.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2023,9,0,ETH,ET030797,0.0,0.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2023,10,7,ETH,ET030797,3.5,3.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2023,12,3,ETH,ET030797,1.5,1.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,1,55,ETH,ET030797,27.5,27.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,2,13,ETH,ET030797,6.5,6.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,3,27,ETH,ET030797,13.5,13.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,4,1,ETH,ET030797,0.5,0.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,5,27,ETH,ET030797,13.5,13.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,6,0,ETH,ET030797,0.0,0.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,7,0,ETH,ET030797,0.0,0.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,8,7,ETH,ET030797,3.5,3.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,9,0,ETH,ET030797,0.0,0.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,10,8,ETH,ET030797,4.0,4.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,11,0,ETH,ET030797,0.0,0.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2024,12,3,ETH,ET030797,1.5,1.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2025,1,0,ETH,ET030797,0.0,0.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2025,2,0,ETH,ET030797,0.0,0.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2025,3,9,ETH,ET030797,4.5,4.5
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2025,6,10,ETH,ET030797,5.0,5.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2025,7,0,ETH,ET030797,0.0,0.0
ET030797,Merawi town,ET0307,West Gojam,ET03,Amhara,ET,2025,8,11,ETH,ET030797,5.5,5.5
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2016,8,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2018,8,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2020,2,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2021,4,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2023,8,19,ETH,ET030798,9.5,9.5
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2023,9,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2023,10,13,ETH,ET030798,6.5,6.5
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2023,11,21,ETH,ET030798,10.5,10.5
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2023,12,10,ETH,ET030798,5.0,5.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2024,6,5,ETH,ET030798,2.5,2.5
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2024,8,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2024,9,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2024,10,2,ETH,ET030798,1.0,1.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2024,11,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2025,3,0,ETH,ET030798,0.0,0.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2025,5,11,ETH,ET030798,5.5,5.5
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2025,6,13,ETH,ET030798,6.5,6.5
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2025,8,4,ETH,ET030798,2.0,2.0
ET030798,Bure town,ET0307,West Gojam,ET03,Amhara,ET,2025,9,3,ETH,ET030798,1.5,1.5
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2023,8,8,ETH,ET030799,4.0,4.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2023,9,0,ETH,ET030799,0.0,0.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2023,10,12,ETH,ET030799,6.0,6.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,1,42,ETH,ET030799,21.0,21.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,2,0,ETH,ET030799,0.0,0.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,3,0,ETH,ET030799,0.0,0.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,4,1,ETH,ET030799,0.5,0.5
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,5,0,ETH,ET030799,0.0,0.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,6,29,ETH,ET030799,14.5,14.5
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,7,19,ETH,ET030799,9.5,9.5
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,8,10,ETH,ET030799,5.0,5.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,9,9,ETH,ET030799,4.5,4.5
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,10,17,ETH,ET030799,8.5,8.5
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2024,11,0,ETH,ET030799,0.0,0.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2025,3,8,ETH,ET030799,4.0,4.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2025,4,7,ETH,ET030799,3.5,3.5
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2025,6,10,ETH,ET030799,5.0,5.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2025,7,10,ETH,ET030799,5.0,5.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2025,8,0,ETH,ET030799,0.0,0.0
ET030799,Adete town,ET0307,West Gojam,ET03,Amhara,ET,2025,9,3,ETH,ET030799,1.5,1.5
ET030801,Zequala,ET0308,Wag Hamra,ET03,Amhara,ET,2022,9,0,ETH,ET030801,0.0,0.0
ET030802,Sekota,ET0308,Wag Hamra,ET03,Amhara,ET,2000,8,41,ETH,ET030802,20.5,20.5
ET030802,Sekota,ET0308,Wag Hamra,ET03,Amhara,ET,2022,9,0,ETH,ET030802,0.0,0.0
ET030803,Dehana,ET0308,Wag Hamra,ET03,Amhara,ET,2021,11,0,ETH,ET030803,0.0,0.0
ET030803,Dehana,ET0308,Wag Hamra,ET03,Amhara,ET,2021,12,2,ETH,ET030803,1.0,1.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2021,3,0,ETH,ET030805,0.0,0.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2021,4,11,ETH,ET030805,5.5,5.5
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2021,7,0,ETH,ET030805,0.0,0.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2021,11,0,ETH,ET030805,0.0,0.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2022,1,0,ETH,ET030805,0.0,0.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2022,9,18,ETH,ET030805,9.0,9.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2023,3,0,ETH,ET030805,0.0,0.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2024,1,0,ETH,ET030805,0.0,0.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2024,2,0,ETH,ET030805,0.0,0.0
ET030805,Abergele (AM),ET0308,Wag Hamra,ET03,Amhara,ET,2024,3,0,ETH,ET030805,0.0,0.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2020,2,0,ETH,ET030807,0.0,0.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2020,3,0,ETH,ET030807,0.0,0.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2021,4,0,ETH,ET030807,0.0,0.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2021,7,0,ETH,ET030807,0.0,0.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2021,8,20,ETH,ET030807,10.0,10.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2021,9,20,ETH,ET030807,10.0,10.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2021,11,1,ETH,ET030807,0.5,0.5
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2021,12,0,ETH,ET030807,0.0,0.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2022,1,0,ETH,ET030807,0.0,0.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2022,3,0,ETH,ET030807,0.0,0.0
ET030807,Sekota town,ET0308,Wag Hamra,ET03,Amhara,ET,2022,8,38,ETH,ET030807,19.0,19.0
